Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-07-10,64.833,65.791,64.163,65.312,65299
2020-07-13,65.312,66.557,64.641,65.982,76773
2020-07-14,65.982,66.174,65.12,65.12,36169
2020-07-15,65.886,66.365,64.737,66.174,48192
2020-07-16,66.078,66.174,64.929,64.929,75348
2020-07-17,65.599,66.269,64.929,64.929,79957
2020-07-20,65.503,66.557,64.929,66.461,67770
2020-07-21,66.652,68.951,66.461,67.514,126608
2020-07-22,67.993,68.376,66.365,67.514,81340
2020-07-23,67.227,67.514,64.929,64.929,42688
2020-07-24,65.024,65.599,64.354,64.929,20851
2020-07-27,65.12,65.408,63.875,64.163,32087
2020-07-28,63.971,65.024,63.875,65.024,20535
2020-07-29,64.833,65.024,61.481,63.396,85589
2020-07-30,63.205,63.78,60.523,60.907,84504
2020-07-31,61.29,61.768,59.662,61.29,139345
2020-08-03,61.29,63.971,61.29,63.684,101270
2020-08-04,63.875,65.312,63.875,65.12,44165
2020-08-05,65.503,66.652,64.641,66.557,56677
2020-08-06,66.94,67.419,65.216,65.695,48944
2020-08-07,65.599,66.078,65.024,65.503,40694
2020-08-10,65.503,65.886,64.354,64.641,14760
2020-08-11,65.024,65.312,64.641,65.12,12381
2020-08-12,65.12,65.12,64.641,64.641,23570
2020-08-13,64.737,65.12,64.641,65.12,10141
2020-08-14,65.12,65.12,63.205,63.492,60981
2020-08-17,63.971,65.216,63.492,65.216,21110
2020-08-18,66.174,71.92,66.174,71.824,177503
2020-08-19,71.824,72.303,69.047,69.621,115093
2020-08-20,69.621,70.292,69.43,69.43,58529
2020-08-21,69.908,70.483,69.43,69.908,66169
2020-08-24,70.77,70.866,68.568,69.334,34107
2020-08-25,69.43,69.43,67.131,67.993,61583
2020-08-26,67.036,68.855,65.503,68.855,40148
2020-08-27,69.047,69.813,68.089,68.472,29240
2020-08-28,68.568,70.962,68.472,69.908,63310
2020-08-31,70.1,70.483,67.897,67.993,65524
2020-09-01,68.089,69.238,66.652,67.227,105578
2020-09-02,67.227,69.717,67.227,69.047,53735
2020-09-03,69.813,71.153,68.568,69.238,46841
2020-09-04,68.28,68.951,68.089,68.568,50976
2020-09-07,69.621,70.196,68.376,68.376,15795
2020-09-08,69.525,69.525,66.748,67.897,38727
2020-09-09,67.131,69.238,67.131,69.238,19108
2020-09-10,70.1,71.249,68.472,70.292,44053
2020-09-11,70.292,70.483,69.334,69.621,24973
2020-09-14,69.908,69.908,67.514,68.185,32298
2020-09-15,69.621,69.621,65.695,67.036,86730
2020-09-16,67.323,67.323,66.365,66.94,28462
2020-09-17,67.036,67.61,66.557,66.94,18610
2020-09-18,67.036,68.089,66.365,67.61,85759
2020-09-21,67.993,68.376,66.269,66.365,31199
2020-09-22,66.652,68.185,66.078,66.269,27395
2020-09-23,66.557,66.94,65.12,65.599,58842
2020-09-24,65.12,65.216,64.163,64.163,29321
2020-09-25,65.12,65.503,64.163,64.163,46872
2020-09-28,64.163,67.036,63.78,66.557,81809
2020-09-29,67.036,67.036,65.886,66.461,33118
2020-09-30,66.748,66.748,65.791,66.557,21837
2020-10-01,66.557,66.748,64.258,64.258,18649
2020-10-02,64.354,64.641,63.78,64.067,45904
2020-10-05,64.163,65.886,64.163,65.12,45488
2020-10-06,65.408,66.557,65.312,65.791,25270
2020-10-07,65.791,66.078,65.216,65.312,20446
2020-10-08,65.408,65.599,64.546,65.12,51585
2020-10-09,65.12,65.791,63.971,63.971,53754
2020-10-12,63.971,63.971,62.726,62.726,72854
2020-10-13,62.822,63.588,62.726,63.205,84304
2020-10-14,63.396,64.641,62.726,64.641,120053
2020-10-15,64.737,64.737,63.013,63.205,70959
2020-10-16,63.205,64.929,63.205,63.205,107889
2020-10-19,63.205,64.641,63.013,63.301,45499
2020-10-20,64.067,65.982,63.109,65.982,295753
2020-10-21,66.461,66.461,64.641,64.737,15105
2020-10-22,64.354,65.024,62.63,62.63,188967
2020-10-23,63.109,63.109,61.29,61.29,135467
2020-10-26,61.673,62.152,60.428,61.385,108960
2020-10-27,61.577,61.768,60.907,61.385,98795
2020-10-28,60.811,61.194,58.8,59.374,126382
2020-10-29,59.374,61.577,59.374,61.29,90292
2020-10-30,60.619,62.247,60.332,61.385,93159
2020-11-02,61.864,61.96,60.811,60.907,87539
2020-11-03,61.098,61.96,60.332,61.96,42009
2020-11-04,62.63,63.013,61.768,62.247,52888
2020-11-05,62.535,63.875,62.535,63.013,101580
2020-11-06,63.396,63.78,63.109,63.684,29375
2020-11-09,63.971,64.833,63.301,63.301,42588
2020-11-10,63.205,64.067,62.918,63.396,69919
2020-11-12,63.396,63.396,62.343,63.205,70415
2020-11-13,63.205,63.205,61.96,62.822,60171
2020-11-16,63.013,63.492,62.535,63.109,46140
2020-11-17,63.588,63.875,63.013,63.109,43522
2020-11-18,63.109,63.205,62.63,62.63,99650
2020-11-19,62.63,63.301,62.439,62.726,41517
2020-11-20,62.822,66.652,62.822,66.078,130365
2020-11-23,66.94,66.94,63.205,64.258,142892
2020-11-24,64.929,65.024,63.205,63.205,97886
2020-11-25,66.078,66.748,64.929,64.929,158111
2020-11-26,65.503,65.982,61.673,62.056,648782
2020-11-27,62.535,64.354,62.152,63.588,153615
2020-11-30,63.492,64.546,63.109,63.492,89349
2020-12-01,63.301,64.163,62.726,62.726,112802
2020-12-02,63.013,64.737,62.726,64.641,64964
2020-12-03,64.737,64.833,63.875,63.875,54773
2020-12-04,63.684,64.354,63.301,63.78,101440
2020-12-07,64.354,64.354,63.301,63.971,53319
2020-12-08,63.971,64.163,63.013,63.78,69297
2020-12-09,63.684,63.875,63.205,63.396,110324
2020-12-10,63.588,64.067,63.205,63.971,67183
2020-12-11,63.875,64.163,63.109,63.109,78644
2020-12-14,63.205,63.492,62.535,63.013,167610
2020-12-15,63.205,63.971,63.205,63.588,62538
2020-12-16,63.971,64.546,63.492,63.875,102854
2020-12-17,64.163,64.45,63.013,63.109,137797
2020-12-18,63.875,63.971,63.205,63.492,218598
2020-12-21,63.492,64.354,62.726,63.205,83585
2020-12-22,63.588,63.875,62.918,63.396,85498
2020-12-23,63.396,63.78,63.205,63.396,32257
2020-12-28,63.684,64.163,63.492,64.067,57194
2020-12-29,64.163,65.886,63.971,64.546,92134
2020-12-30,65.024,65.886,64.641,65.216,109158
2021-01-04,65.408,65.695,64.641,65.12,81111
2021-01-05,65.408,66.461,65.216,65.791,105405
2021-01-07,66.365,66.557,64.354,64.929,90146
2021-01-08,65.12,65.503,64.354,64.641,74286
2021-01-11,64.258,65.216,64.163,64.737,107800
2021-01-12,65.12,65.12,63.78,63.971,58652
2021-01-13,63.971,64.546,63.109,63.971,141526
2021-01-14,64.45,64.45,63.78,64.354,52984
2021-01-15,64.163,64.929,64.067,64.641,77358
2021-01-18,64.929,65.408,64.354,65.408,70347
2021-01-19,65.503,65.886,64.833,65.12,44336
2021-01-20,65.408,65.695,64.546,65.12,87054
2021-01-21,65.024,65.312,63.684,63.971,63682
2021-01-22,63.78,64.929,63.588,64.833,44601
2021-01-25,65.024,65.024,63.588,63.684,54772
2021-01-26,63.684,64.929,63.684,64.354,65747
2021-01-27,63.971,64.546,63.301,64.354,66406
2021-01-28,64.546,64.546,63.205,63.875,143665
2021-01-29,64.163,65.408,63.492,65.12,142436
2021-02-01,65.12,65.886,64.737,65.503,88496
2021-02-02,65.599,65.599,64.067,64.546,71309
2021-02-03,65.024,65.503,64.641,64.929,54710
2021-02-04,65.216,65.503,64.45,64.641,67322
2021-02-05,64.641,65.312,64.641,64.929,54126
2021-02-08,64.929,65.695,64.929,65.599,54944
2021-02-09,65.599,65.695,64.737,64.737,58920
2021-02-10,65.024,66.174,65.024,65.791,68774
2021-02-11,65.982,66.174,65.12,65.599,66539
2021-02-12,65.599,66.461,65.312,66.365,56189
2021-02-15,66.748,67.227,66.557,66.652,42752
2021-02-16,66.557,67.036,66.078,66.461,48330
2021-02-17,66.174,66.461,64.833,65.12,72822
2021-02-18,65.12,65.599,64.258,64.354,103725
2021-02-19,64.45,64.546,63.205,63.205,118408
2021-02-22,63.013,63.78,62.343,63.301,90159
2021-02-23,63.396,63.684,62.056,62.63,144053
2021-02-24,62.343,63.588,62.247,63.396,75275
2021-02-25,63.492,64.354,63.205,63.875,61372
2021-02-26,63.205,63.78,62.918,63.78,100379
2021-03-01,64.163,64.45,63.205,63.396,108306
2021-03-02,63.492,64.258,63.396,63.78,42385
2021-03-03,63.78,64.45,63.684,63.684,43758
2021-03-04,64.067,64.163,63.109,64.163,64920
2021-03-05,63.684,63.684,62.535,62.918,138299
2021-03-08,63.205,63.971,62.63,63.109,69205
2021-03-09,63.205,64.737,62.822,64.258,69753
2021-03-10,64.546,65.216,64.354,64.929,58093
2021-03-11,66.078,67.036,63.684,64.163,159829
2021-03-12,64.45,65.408,64.354,64.737,90285
2021-03-15,65.408,65.791,64.833,65.12,79806
2021-03-16,65.216,66.269,65.12,65.886,76649
2021-03-17,66.174,66.461,65.216,65.791,142359
2021-03-18,65.791,65.982,65.12,65.312,59011
2021-03-19,65.599,65.791,65.12,65.216,192641
2021-03-22,65.12,65.599,64.929,64.929,186515
2021-03-23,65.599,66.461,65.024,65.886,57760
2021-03-24,65.982,66.269,64.929,64.929,87963
2021-03-25,65.503,65.503,64.354,64.929,130244
2021-03-26,65.12,65.12,64.067,64.737,147804
2021-03-29,64.929,64.929,64.163,64.163,119841
2021-03-30,64.258,64.45,63.78,64.163,157806
2021-03-31,64.45,65.408,64.163,64.737,110798
2021-04-01,65.024,65.024,64.498,64.737,106037
2021-04-06,65.168,67.323,65.12,66.94,188429
2021-04-07,67.036,68.903,66.509,68.52,151798
2021-04-08,68.855,68.855,67.562,67.706,104519
2021-04-09,67.754,68.855,67.562,68.711,85897
2021-04-12,68.759,68.807,67.083,67.706,95919
2021-04-13,67.897,68.903,67.227,68.28,92049
2021-04-14,68.759,69.142,67.275,67.323,114860
2021-04-15,67.371,68.089,66.269,66.365,162137
2021-04-16,66.509,66.892,65.886,66.222,131537
2021-04-19,66.557,67.227,66.317,66.605,145418
2021-04-20,66.557,66.892,66.126,66.174,139601
2021-04-21,66.222,66.509,65.982,66.174,112421
2021-04-22,66.174,67.897,66.174,66.94,86038
2021-04-23,66.557,67.131,66.365,67.131,115548
2021-04-26,67.658,67.802,66.174,66.461,105341
2021-04-27,66.844,67.802,66.509,66.988,87440
2021-04-28,67.371,68.089,66.748,67.754,97223
2021-04-29,67.993,68.472,67.131,67.131,135643
2021-04-30,67.61,68.185,67.323,67.466,119745
2021-05-04,67.466,67.514,66.078,66.365,152896
2021-05-05,67.036,67.802,66.365,66.652,136412
2021-05-06,66.652,67.323,66.652,66.844,155436
2021-05-07,67.323,67.802,66.844,67.706,105177
2021-05-10,67.993,68.376,67.131,67.85,146634
2021-05-11,67.85,67.945,67.323,67.514,149044
2021-05-12,67.514,67.945,67.131,67.179,91664
2021-05-13,67.131,67.131,66.126,66.605,152376
2021-05-14,66.844,67.562,66.126,67.562,97806
2021-05-17,67.036,67.754,66.892,67.61,57252
2021-05-18,67.754,67.85,67.371,67.466,72054
2021-05-19,67.706,67.802,67.036,67.658,46619
2021-05-20,67.85,68.376,67.514,68.376,99255
2021-05-21,68.376,68.807,67.993,67.993,59984
2021-05-24,68.664,69.861,68.041,69.861,99929
2021-05-25,70.004,70.77,69.525,70.675,173275
2021-05-26,70.675,70.962,69.908,70.866,66608
2021-05-27,70.866,71.345,69.956,70.77,265991
2021-05-28,70.77,70.77,69.861,70.004,151783
2021-05-31,70.052,70.866,70.052,70.196,108677
2021-06-01,70.579,70.866,70.1,70.1,113867
2021-06-02,70.9,71.5,70.1,71,132980
2021-06-04,71.2,71.3,69.45,70.05,147857
2021-06-07,70.05,71.1,69.9,70.15,220481
2021-06-08,70.1,71.3,69.8,70.9,84408
2021-06-09,71,71,69.6,69.6,86795
2021-06-10,69.65,71,69.65,70.95,59770
2021-06-11,70.7,70.7,69.95,69.95,33492
2021-06-14,70.55,70.55,70,70.45,64264
2021-06-15,70.8,71.3,70.5,70.85,79625
2021-06-16,70.2,71.2,70.2,70.7,74911
2021-06-17,70.2,70.85,70.2,70.5,61253
2021-06-18,70.5,73.7,70.4,73,197705
2021-06-21,72.8,72.8,71.4,71.85,42736
2021-06-22,71.9,72.4,71.25,72.15,83041
2021-06-23,72.2,72.6,71.7,72.05,56209
2021-06-24,72.2,73.95,72.1,73.6,146024
2021-06-25,73.65,75.1,73.65,75.05,120157
2021-06-28,75,76.65,74.1,76.65,71402
2021-06-29,76.7,76.7,76.15,76.4,111995
2021-06-30,76.25,78.3,76,77.15,152762
2021-07-01,77,77.15,75.2,75.95,135455
2021-07-02,76.45,77.9,76,77.5,75860
2021-07-05,77.6,77.6,76.55,76.9,41630
2021-07-06,77.3,77.7,76.85,77.35,32472
2021-07-07,77.35,79.55,77.35,79.5,118553
2021-07-08,79.4,79.5,78.9,79.3,88850
2021-07-09,79.05,79.6,78.7,79.35,111995
2021-07-12,79.1,79.1,77,77,69400
2021-07-13,77.55,79.35,77.55,79.05,58725
2021-07-14,79.25,80.25,78.65,79.4,75955
2021-07-15,79.5,81,79.5,79.85,87401
2021-07-16,80.05,80.55,78.85,79.3,47172
2021-07-19,79.3,79.7,78.2,79.2,55045
2021-07-20,79,79.1,78.35,78.6,73855
2021-07-21,78.6,80.4,78.35,79.25,54612
2021-07-22,78.65,80.8,78.65,80.75,40347
2021-07-23,80.7,80.75,80.25,80.35,24530
2021-07-26,80.4,80.4,79.3,79.6,35920
2021-07-27,79.85,80.7,79.4,79.95,32303
2021-07-28,79.5,80.1,79.4,79.65,21356
2021-07-29,80.3,80.75,79.7,80.35,39229
2021-07-30,80.25,80.9,79.8,80.2,53144
2021-08-02,80.3,80.5,79.55,80,38836
2021-08-03,80,80,78.8,79,60346
2021-08-04,79,80.05,78.95,79.5,46923
2021-08-05,79.4,79.65,78.8,78.9,26257
2021-08-06,80,82.9,79.7,82.3,115750
2021-08-09,82.3,83.05,82.1,82.7,53389
2021-08-10,82,83,81.2,82.05,35262
2021-08-11,82.4,82.5,81,81.7,37056
2021-08-12,81.7,82.5,81.05,82.35,14052
2021-08-13,82.5,82.5,81.45,81.55,18072
2021-08-16,81.55,81.65,80.2,80.55,24463
2021-08-17,81,81.8,80.1,80.8,31170
2021-08-18,80.8,81.45,80.5,81,13642
2021-08-19,81.2,81.2,79.3,80.75,20150
2021-08-20,81.2,81.65,80.4,80.55,13633
2021-08-23,81,81.4,80.3,80.7,13290
2021-08-24,80.95,80.95,80.2,80.2,14777
2021-08-25,80.95,81.3,80.3,80.95,24140
2021-08-26,81.2,81.2,80.25,80.6,14198
2021-08-27,80.3,81.25,79.85,80.85,35263
2021-08-30,80.05,82.5,80.05,81.55,25721
2021-08-31,81.1,84.25,81,83.9,84532
2021-09-01,84.5,89.4,84.5,89,117786
2021-09-02,89.8,89.85,85.5,85.9,95928
2021-09-03,85.9,85.9,85.15,85.6,26031
2021-09-06,85.45,86.2,85.3,85.65,23714
2021-09-07,85.3,85.5,84.5,85,22827
2021-09-08,84.6,84.65,83.1,83.35,47302
2021-09-09,83.65,84.9,83.4,84.9,50840
2021-09-10,84.55,84.9,84.2,84.55,28503
2021-09-13,84.95,86.15,84.55,85.9,31687
2021-09-14,86.25,86.25,83.9,84.45,24346
2021-09-15,84,85.95,83.8,85.5,31434
2021-09-16,85.3,87.4,84.65,86.95,47368
2021-09-17,86.95,87.95,85.5,87.95,130542
2021-09-20,87.3,87.5,84.1,86.5,36669
2021-09-21,85.4,86.45,84.1,85,16674
2021-09-22,84.2,86.4,83.65,84.85,30765
2021-09-23,85.5,86,83.45,84.3,38912
2021-09-24,84.55,86.8,84.4,86.8,43941
2021-09-27,86.75,86.75,84.4,85.5,40706
2021-09-28,85,85.8,84,85.75,30646
2021-09-29,85.7,89.3,84.75,89,61998
2021-09-30,89.4,91,86.3,87.6,121864
2021-10-01,86.75,88.4,86,87.9,307637
2021-10-04,87.5,89.6,87,89.6,59952
2021-10-05,89.9,90.65,89,89.6,87427
2021-10-06,89.6,90.5,89,90.25,76724
2021-10-07,90.45,91.5,89,91.2,109023
2021-10-08,91.3,93.5,91.2,92.6,74996
2021-10-11,92.95,92.95,91,92.2,73551
2021-10-12,91.5,93.8,90.55,93,106200
2021-10-13,93,97.4,92.1,97.4,164881
